State,StateID,County,index,intercept,SP,unemployment,mortgage_rates,ind_prod,inflation_expect
North Carolina,37,Wilson,678,1.71E-16,-0.083834556,0.187688071,0.193245697,0.623979593,-0.506161784
Tennessee,47,Maury,679,-6.07E-17,0.318130774,-0.198121254,0.356597281,-0.266351935,-0.52594329
Alabama,1,Cullman,680,9.02E-17,-0.145343812,0.334965303,-0.125463645,0.732299533,-0.57324613
New York,36,Cattaraugus,681,2.60E-18,-0.333378287,0.496061613,-0.220531278,0.896375905,-0.202755043
Mississippi,28,Lauderdale,682,7.20E-17,-0.159279519,0.345157353,0.083950195,0.743048298,-0.261423751
New York,36,Cayuga,683,4.42E-17,-0.30523907,-0.544116944,-0.10821432,-0.300995841,-0.063719802
Georgia,13,Glynn,684,-1.69E-16,0.23770236,-0.257779415,0.346705354,-0.138014955,-0.372175703
Ohio,39,Scioto,685,1.91E-16,0.155757452,-0.03501266,0.191163353,0.321433095,-0.542904739
Alabama,1,Elmore,686,-2.60E-18,0.374146406,0.429960816,-0.04867325,0.390012264,-0.419967164
West Virginia,54,Raleigh,687,2.33E-16,0.128071763,0.118615784,0.158809275,0.245583698,0.019661966
Texas,48,Henderson,688,-4.86E-17,0.305612397,-0.444761695,0.311158673,-0.213098683,-0.411113798
Washington,53,Island,689,-2.27E-16,0.119749164,-0.629842848,0.017435559,-0.551362081,-0.55643323
Texas,48,Rockwall,690,8.67E-19,-0.002658562,-1.111653214,0.284410764,-1.335127947,0.04052831
Virginia,51,Frederick,691,7.63E-17,0.560604311,-0.004383619,-0.074947234,0.015353902,0.013878745
North Carolina,37,Lincoln,692,1.22E-16,0.029053965,-0.394237807,0.065428241,0.002808568,-0.525463085
Washington,53,Franklin,693,7.63E-17,0.150169845,0.206471868,0.168627028,0.443979876,-0.641548815
Ohio,39,Ross,694,-1.14E-16,-0.055714827,-0.318392851,0.037178558,0.247707468,-0.438512306
Pennsylvania,42,Somerset,695,7.81E-17,0.119186833,-0.238658871,0.014676218,0.164653176,-0.598399272
New York,36,Sullivan,696,1.39E-17,-0.340232491,1.091770119,0.248285656,1.081499307,-0.112325101
Arkansas,5,Jefferson,697,5.90E-17,-0.103027373,-0.031277026,-0.235503492,0.262888302,-0.524676385
Missouri,29,Christian,698,7.11E-17,0.245238856,0.822448969,-0.151145721,0.951659724,-0.196420153
Indiana,18,Kosciusko,699,-1.68E-16,-0.167139412,0.164871623,-0.054033138,0.421748789,-0.508720168
Oklahoma,40,Payne,700,4.02E-16,0.042229821,0.559333046,-0.346869515,0.849008089,-0.555607188
Idaho,16,Twin Falls,701,-2.08E-16,-0.02715813,0.672408334,-0.089268684,1.170819379,-0.345526615
New Hampshire,33,Cheshire,702,1.72E-16,-0.083980726,0.806848074,0.134115894,1.226921689,-0.355687262
Ohio,39,Erie,703,1.73E-17,-0.055986218,-0.063820083,-0.266904678,0.33975222,-0.46947844
Arkansas,5,White,704,-1.46E-16,-0.059734781,-1.150296994,0.336308552,-0.707741359,0.185847006
Indiana,18,Bartholomew,705,-1.42E-16,0.154601107,0.30719086,-0.123224699,0.804121593,-0.34616614
South Carolina,45,Lancaster,706,-9.45E-17,-0.086710766,-0.022775985,-0.047061844,0.120595559,-0.607923191
New Mexico,35,Valencia,707,-1.56E-17,-0.190819806,-0.358880124,0.158226608,-0.275353857,-0.473468817
Virginia,51,Rockingham,708,-6.33E-17,-0.053940271,0.142261991,-0.096130051,0.540201899,-0.468581973
Michigan,26,Van Buren,709,2.28E-16,0.264533989,-0.192970927,0.171576927,-0.350341778,-0.333259421
Kansas,20,Leavenworth,710,-8.67E-17,-0.036044842,-0.20618703,-0.018600345,0.086257451,-0.579456502
Missouri,29,Cole,711,2.60E-17,-0.419090513,-0.272959164,-0.100776414,-0.067199161,0.064876033
Oregon,41,Umatilla,712,-2.27E-16,0.30620747,-0.632908074,0.277420491,-0.719679047,-0.325182904
Missouri,29,Cape Girardeau,713,-2.26E-17,0.037795591,-1.28940122,0.102833324,-0.922785844,-0.111018932
Texas,48,Liberty,714,1.04E-16,0.133378381,-0.600345813,0.418841512,-0.309015625,-0.288167817
Virginia,51,Lynchburg,715,9.67E-17,-0.129927173,-0.481012103,-0.050066383,-0.013738435,-0.356622999
Washington,53,Lewis,716,2.28E-16,0.053382405,0.144475124,0.081418609,0.412099624,-0.613055341
Wyoming,56,Natrona,717,2.34E-17,-0.233018135,1.048957996,-0.21164389,1.113619853,0.295740727
Oregon,41,Polk,718,-4.51E-17,0.181018179,-0.062120149,0.43787714,0.146140937,-0.411150841
Texas,48,Coryell,719,-1.18E-16,0.159465722,-0.673981491,0.242290981,-0.581751096,-0.073913833
Michigan,26,Clinton,720,1.89E-16,0.401706855,0.589835315,0.235687886,0.531930088,-0.402449328
Tennessee,47,Anderson,721,-4.86E-17,-0.097809925,0.160403459,-0.243388579,0.531269512,-0.330638652
Maryland,24,Allegany,722,-4.12E-17,0.041981729,0.153606114,-0.348240885,0.6315077,-0.164758823
Mississippi,28,Forrest,723,-1.13E-16,-0.265152771,0.049360328,-0.120774244,0.47704016,-0.437883115
Ohio,39,Hancock,724,-1.18E-16,0.280234914,0.50886793,0.077600818,0.533122359,-0.581349734
Wisconsin,55,Wood,725,-2.08E-16,-0.094568946,-0.154659684,0.109368129,0.303106186,-0.503828566
Indiana,18,Floyd,726,9.89E-17,-0.106969048,0.236125795,-0.052393866,0.638444025,-0.216391195
Florida,12,Putnam,727,6.07E-17,0.296308575,0.697961826,0.004058934,0.884341044,-0.33175322
Kentucky,21,Bullitt,728,-4.51E-17,-0.051414971,0.490114691,-0.479825875,0.793927582,-0.569479891
South Carolina,45,Oconee,729,-1.98E-16,-0.074255294,0.444055097,-0.254928927,0.879801611,-0.479433062
Texas,48,Bastrop,730,6.07E-17,0.107961784,-0.57439439,0.533012443,-0.720799241,-0.173580568
Kentucky,21,Christian,731,-2.26E-16,0.002392341,-0.930570105,0.008050391,-0.458900626,-0.351035838
Virginia,51,Augusta,732,-1.02E-16,0.069993157,0.192779197,0.025681564,0.768165157,-0.439570912
North Carolina,37,Surry,733,1.54E-16,-0.00617833,-0.443961031,0.112588788,-0.036807243,-0.503966743
New York,36,Madison,734,-3.30E-17,0.06929204,0.251517068,-0.067937503,0.367691891,-0.257747183
Florida,12,Nassau,735,2.06E-16,0.430386918,0.391398461,0.453951098,0.406740364,-0.362635186
Louisiana,22,Iberia,736,-2.84E-16,0.257692075,0.132605228,-0.012353101,0.306291006,-0.169471791
Florida,12,Monroe,737,-6.94E-18,-0.407337314,-1.106119241,-0.273943889,-0.764001055,0.060645029
Oklahoma,40,Wagoner,738,1.53E-16,0.298889762,0.956613375,-0.469013763,0.991328731,-0.488563556
Washington,53,Grays Harbor,739,1.39E-16,-0.098183012,0.341078655,-0.014314349,0.489167119,-0.615817709
Washington,53,Chelan,740,1.32E-16,-0.182982752,-0.2761205,0.178695237,-0.071181852,-0.328191431
Tennessee,47,Putnam,741,-6.59E-17,-0.014797881,0.557785818,0.119434686,0.553338794,-0.520183565
California,6,Yuba,742,3.82E-16,0.608366975,-0.062064875,0.329801074,-0.282929231,-0.362800186
Maine,23,Aroostook,743,-6.42E-17,-0.007942253,0.071202766,-0.217162229,0.128965145,-0.333813898
Arizona,4,Apache,744,4.86E-17,0.248082503,-0.475236071,0.258307654,-0.758770543,0.260013962
New Mexico,35,McKinley,745,-1.08E-16,-0.031817097,0.666084209,-0.265324391,0.972925786,-0.451206315
Washington,53,Clallam,746,1.78E-16,0.210803222,-0.410658358,0.144608339,-0.103108267,-0.568757173
Massachusetts,25,Franklin,747,1.73E-17,0.312403719,0.453314715,0.486485218,0.345685891,-0.158216787
Kansas,20,Riley,748,3.97E-16,-0.102781466,-0.613464658,-0.18116253,-0.159342645,-0.239717463
Alabama,1,DeKalb,749,4.68E-17,-0.267349551,0.23815181,-0.221769168,0.6090131,-0.389274511
Oklahoma,40,Muskogee,750,-1.11E-16,-0.091383687,0.571951495,-0.527626626,0.702157441,-0.485964389
Michigan,26,Shiawassee,751,2.45E-16,0.394480763,-0.051231059,0.253769191,0.217845187,-0.44503968
Ohio,39,Belmont,752,6.42E-17,-0.113274809,-0.291292105,0.188236215,0.180676214,-0.367266973
Michigan,26,Isabella,753,-3.04E-16,0.327482935,0.135783608,0.530333451,0.159032553,-0.085114069
Georgia,13,Bulloch,754,3.33E-16,0.196582171,-0.362537968,0.401651072,-0.119568004,-0.346254872
Indiana,18,Grant,755,7.46E-17,-0.070688387,0.022907801,0.015252978,0.618320736,-0.389898367
Wisconsin,55,Portage,756,-1.46E-16,-0.014912476,-0.264382554,0.110037365,0.142574805,-0.533894703
Indiana,18,Hancock,757,-6.42E-17,0.150698673,0.191210394,-0.032796344,0.424257123,-0.648125974
Oklahoma,40,Creek,758,1.32E-16,0.05175462,0.727031899,-0.22792648,0.882293681,-0.524216051
Ohio,39,Jefferson,759,-1.20E-16,-0.363316294,-0.259166408,-0.152009959,0.052661238,0.228392983
South Carolina,45,Greenwood,760,7.46E-16,0.506330244,-0.266581628,0.509746756,-0.247441552,-0.039039999
Oklahoma,40,Pottawatomie,761,1.44E-16,0.106910833,0.972016155,-0.109886868,0.989442797,-0.574099699
Georgia,13,Barrow,762,1.42E-16,0.28460637,0.349440995,0.084282997,0.495620933,-0.362151947
North Carolina,37,Wilkes,763,-5.42E-17,-0.21511538,0.079031328,0.277161408,0.331298488,-0.488080679
West Virginia,54,Harrison,764,-1.06E-16,-0.122154728,-0.162153551,0.035367568,0.218372968,-0.24613847
Pennsylvania,42,Armstrong,765,2.08E-17,0.023917724,0.345886855,-0.130611392,0.643442806,-0.688373037
Indiana,18,Wayne,766,8.85E-17,-0.145933204,-0.382276825,0.065679707,0.106746107,-0.400715028
Indiana,18,Morgan,767,-5.13E-16,0.002357443,0.280295167,-0.050193711,0.623263895,-0.574342292
Tennessee,47,Greene,768,-2.43E-17,0.103431263,0.750086396,-0.298546917,0.64466327,-0.668464872
Georgia,13,Walker,769,9.02E-17,0.232203444,-0.001678163,0.271735172,0.240561529,-0.490349788
South Carolina,45,Darlington,770,-5.46E-17,0.155217087,0.059618473,0.299457577,0.160634753,-0.239923078
Virginia,51,Bedford,771,1.87E-16,-0.121052414,0.533332771,-0.070824521,0.642816543,-0.461635538
Arkansas,5,Lonoke,772,-3.30E-17,-0.412446307,0.560645576,-0.098846191,0.99529241,-0.008002072
Texas,48,Walker,773,-1.73E-17,0.145427668,-0.799718066,0.354066901,-0.595053942,-0.212766956
North Carolina,37,Rutherford,774,6.68E-17,-0.109316752,0.365407213,0.120597894,0.666065592,-0.606107815
Mississippi,28,Jones,775,-1.02E-16,-0.097002981,-0.234193268,-0.136561174,0.19454708,-0.451075554
Florida,12,Columbia,776,1.14E-16,0.31996468,-0.708228495,0.242359156,-0.69513581,-0.062994342
Pennsylvania,42,Columbia,777,2.78E-16,0.121257533,-0.163758943,0.032090838,0.180629099,-0.627950379
Illinois,17,Adams,778,-3.05E-16,0.168270088,-0.827000509,0.199457762,-0.447967953,-0.352604333
Hawaii,15,Kauai,779,-2.67E-16,0.383296165,1.155269379,-0.041357966,0.935190058,-0.608382093
Michigan,26,Marquette,780,1.46E-16,0.248905609,-0.203432385,0.589067975,-0.068121318,-0.21084127
Georgia,13,Troup,781,1.25E-16,0.17096456,0.089889267,0.325320119,0.246144354,-0.177303789
Alabama,1,Walker,782,1.16E-16,-0.121564878,0.734565929,-0.186596267,1.098809231,-0.541348415
Virginia,51,James City,783,9.19E-17,0.338538615,0.282682071,0.230813884,0.303009465,-0.165075645
North Dakota,38,Grand Forks,784,-8.33E-17,0.140252333,-0.139512818,0.160780371,-0.257107058,0.508059877
South Carolina,45,Laurens,785,6.25E-17,0.126940663,-0.208795874,0.113965362,0.039201087,-0.601829597
Ohio,39,Marion,786,5.55E-17,-0.134793205,0.11790644,0.040322075,0.776027369,-0.353794828
North Carolina,37,Carteret,787,-2.95E-17,-0.265558968,0.208112755,0.068717381,0.540240407,-0.525995779
Oregon,41,Klamath,788,1.67E-16,0.009324854,0.127718469,-0.897975593,0.492973659,0.115185252
Illinois,17,Williamson,789,1.68E-16,0.298163075,-0.041521488,0.155267876,-0.145824328,-0.180111979
Tennessee,47,Robertson,790,1.73E-18,0.231980363,0.013233567,0.355822037,-0.202776353,-0.603218708
Iowa,19,Dallas,791,-4.34E-17,-0.17118752,-0.625267534,0.086173762,-0.545611006,-0.183589047
New Jersey,34,Salem,792,4.16E-17,0.245976733,-0.089251004,0.418463054,-0.728837556,0.23981175
Kansas,20,Butler,793,1.05E-16,0.027284951,0.04160028,0.146163287,0.392873539,-0.53168634
New York,36,Warren,794,1.76E-17,-0.289022737,-0.293424898,-0.355449059,0.250528684,-0.031332407
New Mexico,35,Chaves,795,-3.32E-16,0.212281621,-0.531192054,-0.204455711,-0.364522367,-0.283450865
Texas,48,Harrison,796,-4.16E-17,0.115019298,-0.795672551,0.273813462,-0.574492562,0.112654336
Kentucky,21,McCracken,797,-2.81E-16,-0.512540796,-0.718897199,-0.200690407,-0.320211916,0.166722042
Virginia,51,York,798,-6.03E-17,0.04933538,-0.919854535,0.335510983,-0.742272521,0.075859737
New York,36,Livingston,799,1.99E-16,0.082901891,0.183593134,-0.280707026,0.420325199,-0.663388028
Missouri,29,St. Francois,800,-1.04E-16,0.047356914,-0.469050889,0.21252577,0.082847642,-0.322937353
Pennsylvania,42,Carbon,801,7.63E-17,-0.060338234,0.395108217,-0.323088776,0.94481284,-0.448769841
Virginia,51,Fauquier,802,6.68E-17,0.304660996,-0.128015843,-0.116191806,-0.089348134,0.373997288
Kentucky,21,Pike,803,2.64E-16,0.054885963,-0.77876984,0.29654932,-0.805419695,0.175887694
Texas,48,San Patricio,804,3.30E-17,0.039259359,-0.693670617,0.278768104,-0.58344722,-0.159678492
Ohio,39,Athens,805,5.31E-16,-0.018101891,-0.363630752,0.084395348,0.131908133,-0.399192853
New Mexico,35,Lea,806,9.41E-17,0.238306038,0.159838485,-0.114634096,0.057552164,-0.286283588
California,6,Lake,807,2.34E-17,0.563594721,-0.02009737,0.51920131,-0.28863399,-0.163866774
Texas,48,Nacogdoches,808,1.39E-16,0.253172186,-0.450357055,0.31681194,-0.23616014,-0.102156776
New York,36,Herkimer,809,1.72E-16,0.073455196,-0.102483794,0.131586428,0.250769658,-0.577081628
Kansas,20,Reno,810,-2.06E-16,-0.415676819,-0.557292287,0.021083913,-0.179568602,-0.22203495
Minnesota,27,Rice,811,1.87E-16,0.469743666,-0.435581403,-0.160049275,-0.365315809,-0.008076057
Georgia,13,Spalding,812,1.36E-16,0.21576262,0.336387918,-0.132646262,0.313035157,-0.157188603
Minnesota,27,Blue Earth,813,-1.91E-17,0.348118755,-0.08819353,0.432892187,-0.444259972,-0.517309312
Georgia,13,Catoosa,814,-7.29E-17,0.088859328,0.384707293,0.054859071,0.626276179,-0.468990455
Michigan,26,Ionia,815,1.31E-16,0.264007944,0.771736139,0.098620443,0.733214803,-0.725471921
New Mexico,35,Otero,816,-4.34E-17,0.124940475,0.967953526,-0.504355224,0.988849774,-0.311802375
Virginia,51,Pittsylvania,817,-1.63E-16,-0.082359976,0.280528336,0.072046543,0.870435809,-0.261708301
North Carolina,37,Chatham,818,-9.02E-17,-0.023937471,-0.027987051,-0.046952634,-0.104360743,-0.576802509
California,6,Tehama,819,-8.41E-17,0.569540602,0.264073785,-0.018600996,-0.028360352,-0.082792279
Georgia,13,Liberty,820,-3.12E-17,0.195782121,-0.575788992,0.455298602,-0.378322906,-0.260228767
North Carolina,37,Sampson,821,1.82E-16,-0.06373889,-0.569472252,-0.005276748,-0.133728415,-0.236119136
Montana,30,Lewis and Clark,822,-8.81E-16,-0.016397521,0.155560678,-0.053557871,0.671522081,-0.420312341
Michigan,26,Montcalm,823,-2.53E-16,0.318010123,0.274535546,0.247602944,0.530595315,-0.52476757
New York,36,Washington,824,1.82E-16,0.072300707,-0.390627162,0.173427696,-0.090468948,-0.521729612
New York,36,Columbia,825,3.04E-17,-0.261822004,0.720551289,0.169510765,1.187217686,-0.120028614
Kentucky,21,Pulaski,826,9.11E-17,-0.028225849,-0.316906403,0.008259185,0.116663804,-0.327623591
Oregon,41,Coos,827,2.81E-16,0.228249813,0.013639477,-0.147574645,0.027083071,-0.376894187
Pennsylvania,42,Bradford,828,2.57E-16,-0.244794052,-0.412691421,-0.080990176,-0.40755036,0.492554162
Tennessee,47,Hamblen,829,-6.25E-17,0.096140153,-0.019302244,0.314410808,0.229772776,-0.161200019
Minnesota,27,Crow Wing,830,-3.47E-18,0.251254201,0.823039132,-0.160459455,0.937726735,-0.645470177
Ohio,39,Lawrence,831,3.12E-16,-0.172591063,-0.424262843,0.400538541,0.078437002,-0.164558783
Wisconsin,55,Chippewa,832,-4.51E-17,-0.05349973,0.323819289,-0.106385253,0.583290506,-0.66413614
West Virginia,54,Mercer,833,5.12E-17,0.034034736,0.168532752,0.167219181,0.582724942,-0.384158017
New York,36,Otsego,834,-1.99E-16,0.082668683,-0.189875674,0.176961427,0.132168678,-0.562792665
Wisconsin,55,Sauk,835,3.47E-18,0.085292249,-0.063910877,-0.300217684,0.287010938,-0.587894883
Arkansas,5,Crawford,836,-1.35E-16,-0.156420819,-0.265893815,-0.02444607,0.169633655,-0.500038165
Ohio,39,Washington,837,-5.90E-17,-0.140497298,-0.131157919,0.118652364,0.294950201,-0.518061466
Louisiana,22,Acadia,838,-2.26E-16,-0.280283443,-0.410269301,-0.414934411,-0.438390489,0.58310154
Arkansas,5,Pope,839,3.64E-17,-0.091851708,-0.399183608,-0.107240194,0.138856786,-0.467708247
South Carolina,45,Kershaw,840,2.50E-16,-0.056865749,0.010084821,0.228845083,0.336151314,-0.49056443
North Dakota,38,Ward,841,-2.76E-16,0.198838989,0.164688806,-0.008035041,-0.204964915,0.430425544
Vermont,50,Rutland,842,-5.90E-17,-0.050977216,0.6678332,-0.153746051,1.090243511,-0.386572075
Michigan,26,St. Joseph,843,-1.46E-16,0.351064695,0.005255584,0.26052288,0.083548986,-0.392534599
Tennessee,47,Tipton,844,5.03E-17,-0.170147139,0.527980933,-0.049767988,0.816564346,-0.143679934
Texas,48,Starr,845,4.34E-18,0.32414551,-0.375560372,0.223466243,-0.527282919,-0.20642734
Ohio,39,Sandusky,846,3.73E-17,0.013951788,-0.12813886,0.222106154,0.219710723,-0.474384259
Ohio,39,Knox,847,0,-0.070863816,-0.269718597,0.087600784,0.137328239,-0.540209908
Washington,53,Mason,848,-5.12E-17,-0.08124739,0.38430346,0.10124249,0.685757384,-0.518138423
North Carolina,37,Franklin,849,1.01E-16,-0.058376058,0.15953476,0.042408637,0.548066708,-0.593022134
North Carolina,37,Stanly,850,1.91E-17,0.012028253,-0.075333263,0.012300685,0.30058384,-0.605545939
Oklahoma,40,Garfield,851,2.34E-16,0.330232648,-1.021303725,0.112067749,-0.960407365,-0.234209826
Georgia,13,Jackson,852,1.60E-16,0.04054462,-0.083538548,0.27594372,0.172489953,-0.467763273
Kentucky,21,Oldham,853,3.47E-17,-0.049152619,-0.913506004,0.012292956,-0.714858837,-0.223332697
Illinois,17,Jackson,854,1.91E-17,0.077383983,0.221051518,0.29543777,0.140309894,-0.232631402
South Carolina,45,Georgetown,855,2.53E-17,0.167016873,-0.015798151,0.486982282,-0.177204505,-0.301028048
New Hampshire,33,Belknap,856,4.86E-17,0.183361033,0.435363331,0.114716721,0.67507499,-0.521954208
New York,36,Genesee,857,1.27E-16,0.013125541,0.089274855,-0.019102889,0.300266686,-0.690141496
North Carolina,37,Granville,858,-9.54E-17,-0.079345305,0.004880487,0.070018196,0.392080828,-0.570237811
Mississippi,28,Lowndes,859,-4.03E-17,-0.438445594,0.702778005,0.099403808,0.975022452,-0.324147924
Indiana,18,Warrick,860,-2.43E-17,-0.196191998,0.390724279,-0.041406807,0.274063334,-0.414891544
Ohio,39,Huron,861,4.77E-17,-0.056299985,-0.018537261,0.077332841,0.311069766,-0.570964075
Vermont,50,Washington,862,7.89E-17,-0.08451663,0.093528865,0.282733025,0.480218641,-0.197447862
North Carolina,37,Lenoir,863,-9.71E-17,-0.056056198,0.021832505,0.205042222,0.335595964,-0.547000718
Michigan,26,Barry,864,1.11E-16,0.283173287,0.229165541,0.359992805,0.069276796,-0.585363962
Texas,48,Wise,865,-1.40E-16,0.110331146,0.361124043,0.345353391,0.300693347,-0.431718298
North Carolina,37,Haywood,866,1.02E-16,0.003987423,0.558212369,-0.024016809,0.995712551,-0.456418699
Minnesota,27,Clay,867,-1.73E-17,0.273387379,-0.713497015,0.234112852,-0.965330917,-0.04163743
Kentucky,21,Laurel,868,-2.08E-17,-0.160228087,-0.693916795,0.550680048,-0.475468685,-0.060815668
Washington,53,Walla Walla,869,-6.07E-17,0.234373235,-0.876255201,0.340537584,-0.752520964,-0.355690802
Nebraska,31,Hall,870,4.51E-17,0.046800549,-0.704161736,0.234800721,-0.262029679,-0.351844699
North Carolina,37,Duplin,871,-5.64E-17,-0.122620719,-0.216432154,0.21460559,0.206582258,-0.413752833
Illinois,17,Whiteside,872,-3.47E-17,0.098072364,-0.66993936,0.138119916,-0.369164947,-0.28290627
Texas,48,Anderson,873,5.38E-17,0.084582047,-0.443004221,0.334359911,-0.444198063,-0.132604512
Utah,49,Tooele,874,1.86E-16,0.100565541,-0.240814668,0.340748488,-0.151050929,-0.471224709
Missouri,29,Newton,875,-9.02E-17,-0.143807158,0.355461021,0.094957817,0.620566077,-0.409390612
North Carolina,37,Columbus,876,7.81E-18,-0.007250935,-0.163763266,0.160674203,0.088743118,-0.55647557
Louisiana,22,Vermilion,877,9.19E-17,0.197160401,-1.01867979,-0.116044334,-1.019861308,0.090159681
North Carolina,37,Lee,878,-1.52E-16,-0.084310266,-0.078067326,0.213176162,0.333215023,-0.505401169
Maine,23,Oxford,879,4.86E-17,-0.025111307,0.512398187,-0.09813018,0.694734733,-0.703794835
Tennessee,47,Carter,880,-3.52E-16,-0.04122168,-0.476934556,0.382141092,-0.235159166,-0.436191224
Pennsylvania,42,Pike,881,5.03E-17,-0.122101041,1.085960433,0.075599689,1.340556265,-0.251140549
Alabama,1,Blount,882,2.90E-16,-0.196748216,0.522236765,-0.094651791,0.953276135,-0.548116724
Minnesota,27,Otter Tail,883,3.64E-16,0.207298187,-0.53406368,0.51305416,-0.314935688,-0.357787279
Tennessee,47,Hawkins,884,3.02E-16,0.109239751,0.777512239,-0.240917404,0.742067728,-0.608791221
Wisconsin,55,Columbia,885,1.54E-16,-0.083083024,-0.289409674,-0.115408168,-0.258013849,-0.605558212
Ohio,39,Seneca,886,-4.60E-17,-0.017332079,-0.02374169,0.056125051,0.47935146,-0.522463688
Vermont,50,Windsor,887,3.04E-18,-0.059528679,0.089160672,0.354048471,-0.267254145,-0.380868545
Indiana,18,Boone,888,-3.96E-16,0.250816258,0.661817417,0.276440682,0.770961336,-0.58172916
North Carolina,37,Edgecombe,889,-4.68E-17,-0.043223088,0.569854137,0.251291169,1.038614068,-0.321637775
West Virginia,54,Marion,890,4.86E-17,0.004920756,-0.019728555,0.095501015,0.485100703,-0.413324625
Colorado,8,Garfield,891,1.55E-16,0.115069817,0.016022109,0.245945989,-0.078109296,0.187265625
Virginia,51,Franklin,892,-1.42E-16,0.171536265,0.121166996,-0.099933816,0.626541672,-0.443887903
Tennessee,47,Cumberland,893,5.81E-17,0.065103086,0.405282036,0.0034898,0.644968242,-0.426839241
Colorado,8,Broomfield,894,4.13E-16,-0.044286267,-0.778952146,0.387350181,-0.847675446,-0.018635121
Mississippi,28,Pearl River,895,-7.33E-17,-0.367182787,0.216430501,-0.072927353,0.737656085,-0.201227217
Michigan,26,Tuscola,896,2.43E-17,0.239268349,0.23889294,0.460035397,0.525907869,-0.307920359
Ohio,39,Pickaway,897,1.65E-16,-0.035072418,-0.084033089,0.025940293,0.352387282,-0.553260714
Mississippi,28,Lamar,898,-2.95E-17,-0.0501861,-0.136076703,0.138907332,0.345866557,-0.504559681
Kansas,20,Saline,899,4.16E-17,0.124454398,-0.21229152,-0.074616141,0.146656105,-0.303405917
New York,36,Fulton,900,3.90E-16,0.067996805,-0.411503811,0.104743868,-0.075026584,-0.542298212
West Virginia,54,Putnam,901,9.02E-17,0.171571554,-0.012200842,-0.109583665,0.2993467,-0.545915682
Alaska,2,Kenai Peninsula,902,-5.72E-17,-0.178267464,0.715787742,-0.47964624,1.001618928,-0.301636241
California,6,Tuolumne,903,-4.16E-17,0.272043384,-1.172135084,0.733057885,-1.142716384,0.139392747
South Carolina,45,Cherokee,904,1.10E-16,0.105775038,-0.042289879,0.139515384,0.0820275,-0.523713256
Nevada,32,Carson City,905,1.41E-16,0.377290568,0.035209653,0.571108685,-0.08571174,-0.176444032
California,6,San Benito,906,-4.34E-18,0.182814575,0.120095096,0.440777629,-0.127839128,-0.164982256
Georgia,13,Gordon,907,-7.63E-17,0.127192354,0.15390272,0.310775373,0.457942091,-0.469601517
Florida,12,Walton,908,-5.03E-17,0.34494749,0.238799543,0.259958975,0.303536846,-0.009681782
Pennsylvania,42,Venango,909,1.28E-16,0.034999662,-0.181770586,0.169122479,0.238363892,-0.505393842
Virginia,51,Washington,910,-1.09E-16,-0.013009683,-0.015160635,0.078545052,0.479467451,-0.517606435
Virginia,51,Campbell,911,2.17E-16,0.048135544,-0.111901059,0.000526229,0.431024918,-0.520907953
North Carolina,37,Halifax,912,1.36E-16,-0.136494809,0.124036587,0.052753854,0.574355602,-0.387359784
Louisiana,22,St. Mary,913,7.46E-17,0.29681705,-0.130284567,0.177329844,-0.161095123,-0.297217642
Texas,48,Hardin,914,-1.98E-16,0.215232108,-0.309998268,0.358843309,-0.179474395,-0.127553496
Alabama,1,Autauga,915,-4.68E-17,-0.324912605,0.433831702,-0.105178748,0.854066283,-0.464366321
Alabama,1,Colbert,916,-2.29E-16,-0.144386199,0.436727791,-0.082882069,0.606138703,-0.285860562
Maine,23,Hancock,917,1.06E-16,-0.303483061,0.15626104,-0.202590807,0.540480738,-0.376210461
Texas,48,Maverick,918,1.53E-16,0.123192949,-0.728179953,0.261646688,-0.791409409,-0.058101908
Tennessee,47,Roane,919,2.57E-16,-0.036324646,0.574605711,-0.125660097,0.457084471,-0.696032953
Illinois,17,Boone,920,7.81E-18,0.028706885,0.597125676,0.074151961,1.029679744,-0.521163497
Virginia,51,Henry,921,-1.23E-16,0.308373763,0.265022616,0.225389452,0.442247053,-0.200580646
Minnesota,27,Chisago,922,-3.16E-16,0.268138358,-0.333578059,0.377414326,-0.485284049,-0.114712716
Illinois,17,Coles,923,-4.51E-17,0.038830825,-0.493288405,0.37584366,-0.266124135,-0.192480495
Arizona,4,Gila,924,3.32E-16,0.11507213,0.292029057,0.160626705,0.060220428,0.106598681
West Virginia,54,Jefferson,925,0,0.075991925,1.196756788,-0.167179311,1.456799811,-0.410456639
Illinois,17,Ogle,926,-1.32E-16,0.285489506,0.089187119,0.230174699,0.450425597,-0.369659377
Texas,48,Rusk,927,-1.14E-16,0.06175786,-1.006959955,0.2954638,-0.865608562,-0.011956469
Alabama,1,Jackson,928,1.47E-16,0.128132807,-0.207895982,0.097572448,0.116124304,-0.277885504
Ohio,39,Ashland,929,1.55E-16,-0.019387549,0.227885449,0.111162803,0.704854394,-0.520251514
Ohio,39,Darke,930,5.55E-17,-0.153738446,-0.062893525,0.258975216,0.189988092,-0.197189786
Alabama,1,Russell,931,5.55E-17,-0.100910429,0.573329048,-0.174273194,0.882934494,-0.5029837
Illinois,17,Knox,932,-1.39E-16,0.381243701,-0.509528136,0.342470949,-0.320656296,-0.339306831
Pennsylvania,42,Wayne,933,-1.47E-17,0.056746109,0.719630039,-0.096720239,1.145963294,-0.483204896
Tennessee,47,Coffee,934,-3.43E-17,-0.349642861,-0.380531797,0.39987985,-0.166670921,-0.265712063
